"File Name","Label"
"2021-05-07-12-52-31-Messung_3_(W)_87.csv","LyingOnBed"
"2021-05-07-12-52-32-Messung_3_(W)_88.csv","LyingOnBed"
"2021-05-07-12-52-32-Messung_3_(W)_89.csv","LyingOnBed"
"2021-05-07-12-52-32-Messung_3_(W)_90.csv","LyingOnBed"
"2021-05-07-12-52-32-Messung_3_(W)_91.csv","LyingOnBed"
"2021-05-07-12-52-32-Messung_3_(W)_92.csv","LyingOnBed"
"2021-05-07-12-52-32-Messung_3_(W)_93.csv","LyingOnBed"
"2021-05-07-12-52-32-Messung_3_(W)_94.csv","LyingOnBed"
"2021-05-07-12-52-32-Messung_3_(W)_95.csv","LyingOnBed"
"2021-05-07-12-52-32-Messung_3_(W)_96.csv","LyingOnBed"
"2021-05-07-12-52-32-Messung_3_(W)_97.csv","LyingOnBed"
"2021-05-07-12-52-32-Messung_3_(W)_98.csv","LyingOnBed"
"2021-05-07-12-52-32-Messung_3_(W)_99.csv","LyingOnBed"
"2021-05-07-12-52-32-Messung_3_(W)_100.csv","SittingOnBed"
"2021-05-07-12-52-32-Messung_3_(W)_101.csv","SittingOnBed"
"2021-05-07-12-52-32-Messung_3_(W)_102.csv","SittingOnBed"
"2021-05-07-12-52-32-Messung_3_(W)_103.csv","SittingOnBed"
"2021-05-07-12-52-32-Messung_3_(W)_104.csv","SittingOnBed"
"2021-05-07-12-52-33-Messung_3_(W)_105.csv","SittingOnBed"
"2021-05-07-12-52-33-Messung_3_(W)_106.csv","SittingOnBed"
"2021-05-07-12-52-33-Messung_3_(W)_107.csv","SittingOnBed"
"2021-05-07-12-52-33-Messung_3_(W)_108.csv","SittingOnBed"
"2021-05-07-12-52-33-Messung_3_(W)_109.csv","SittingOnBed"
"2021-05-07-12-52-33-Messung_3_(W)_110.csv","SittingOnBed"
"2021-05-07-12-52-33-Messung_3_(W)_111.csv","SittingOnBed"
"2021-05-07-12-52-33-Messung_3_(W)_112.csv","SittingOnBed"
"2021-05-07-12-52-33-Messung_3_(W)_113.csv","SittingOnBed"
"2021-05-07-12-52-33-Messung_3_(W)_114.csv","SittingOnBed"
"2021-05-07-12-52-33-Messung_3_(W)_115.csv","SittingOnBed"
"2021-05-07-12-52-33-Messung_3_(W)_116.csv","SittingOnBed"
"2021-05-07-12-52-33-Messung_3_(W)_117.csv","SittingOnBed"
"2021-05-07-12-52-33-Messung_3_(W)_118.csv","SittingOnBed"
"2021-05-07-12-52-33-Messung_3_(W)_119.csv","SittingOnBed"
"2021-05-07-12-52-33-Messung_3_(W)_120.csv","SittingOnBed"
"2021-05-07-12-52-33-Messung_3_(W)_121.csv","SittingOnBed"
"2021-05-07-12-52-33-Messung_3_(W)_122.csv","SittingOnBed"
"2021-05-07-12-52-34-Messung_3_(W)_123.csv","SittingOnBed"
"2021-05-07-12-52-34-Messung_3_(W)_124.csv","SittingOnBed"
"2021-05-07-12-52-34-Messung_3_(W)_125.csv","SittingOnBed"
"2021-05-07-12-52-34-Messung_3_(W)_126.csv","SittingOnBed"
"2021-05-07-12-52-34-Messung_3_(W)_127.csv","SittingOnBed"
"2021-05-07-12-52-34-Messung_3_(W)_128.csv","SittingOnBed"
"2021-05-07-12-52-34-Messung_3_(W)_129.csv","SittingOnBed"
"2021-05-07-12-52-34-Messung_3_(W)_130.csv","SittingOnBed"
"2021-05-07-12-52-34-Messung_3_(W)_131.csv","SittingOnBed"
"2021-05-07-12-52-34-Messung_3_(W)_132.csv","SittingOnBed"
"2021-05-07-12-52-34-Messung_3_(W)_133.csv","SittingOnBed"
"2021-05-07-12-52-34-Messung_3_(W)_134.csv","SittingOnBed"
"2021-05-07-12-52-34-Messung_3_(W)_135.csv","SittingOnBed"
"2021-05-07-12-52-34-Messung_3_(W)_136.csv","SittingOnBed"
"2021-05-07-12-52-34-Messung_3_(W)_137.csv","SittingOnBed"
"2021-05-07-12-52-34-Messung_3_(W)_138.csv","SittingOnBed"
"2021-05-07-12-52-34-Messung_3_(W)_139.csv","NotDefined"
"2021-05-07-12-52-34-Messung_3_(W)_140.csv","NotDefined"
"2021-05-07-12-52-35-Messung_3_(W)_141.csv","NotDefined"
"2021-05-07-12-52-35-Messung_3_(W)_142.csv","NotDefined"
"2021-05-07-12-52-35-Messung_3_(W)_143.csv","NotDefined"
"2021-05-07-12-52-35-Messung_3_(W)_144.csv","NotDefined"
"2021-05-07-12-52-35-Messung_3_(W)_145.csv","NotDefined"
"2021-05-07-12-52-35-Messung_3_(W)_146.csv","NotDefined"
"2021-05-07-12-52-35-Messung_3_(W)_147.csv","NotDefined"
"2021-05-07-12-52-35-Messung_3_(W)_148.csv","NotDefined"
"2021-05-07-12-52-35-Messung_3_(W)_149.csv","NotDefined"
"2021-05-07-12-52-35-Messung_3_(W)_150.csv","NotDefined"
"2021-05-07-12-52-35-Messung_3_(W)_151.csv","NotDefined"
"2021-05-07-12-52-35-Messung_3_(W)_152.csv","NotDefined"
"2021-05-07-12-52-35-Messung_3_(W)_153.csv","NotDefined"
"2021-05-07-12-52-35-Messung_3_(W)_154.csv","NotDefined"
"2021-05-07-12-52-35-Messung_3_(W)_155.csv","NotDefined"
"2021-05-07-12-52-35-Messung_3_(W)_156.csv","NotDefined"
"2021-05-07-12-52-35-Messung_3_(W)_157.csv","NotDefined"
"2021-05-07-12-52-36-Messung_3_(W)_158.csv","NotDefined"
"2021-05-07-12-52-36-Messung_3_(W)_159.csv","NotDefined"
"2021-05-07-12-52-36-Messung_3_(W)_160.csv","NotDefined"
"2021-05-07-12-52-36-Messung_3_(W)_161.csv","NotDefined"
"2021-05-07-12-52-36-Messung_3_(W)_162.csv","NotDefined"
"2021-05-07-12-52-36-Messung_3_(W)_163.csv","NotDefined"
"2021-05-07-12-52-36-Messung_3_(W)_164.csv","NotDefined"
"2021-05-07-12-52-36-Messung_3_(W)_165.csv","NotDefined"
"2021-05-07-12-52-36-Messung_3_(W)_166.csv","LyingOnBed"
"2021-05-07-12-52-36-Messung_3_(W)_167.csv","LyingOnBed"
"2021-05-07-12-52-36-Messung_3_(W)_168.csv","LyingOnBed"
"2021-05-07-12-52-36-Messung_3_(W)_169.csv","LyingOnBed"
"2021-05-07-12-52-36-Messung_3_(W)_170.csv","LyingOnBed"
"2021-05-07-12-52-36-Messung_3_(W)_171.csv","LyingOnBed"
"2021-05-07-12-52-36-Messung_3_(W)_172.csv","LyingOnBed"
"2021-05-07-12-52-36-Messung_3_(W)_173.csv","LyingOnBed"
"2021-05-07-12-52-36-Messung_3_(W)_174.csv","LyingOnBed"
"2021-05-07-12-52-36-Messung_3_(W)_175.csv","LyingOnBed"
"2021-05-07-12-52-37-Messung_3_(W)_176.csv","LyingOnBed"
"2021-05-07-12-52-37-Messung_3_(W)_177.csv","LyingOnBed"
"2021-05-07-12-52-37-Messung_3_(W)_178.csv","Supine"
"2021-05-07-12-52-37-Messung_3_(W)_179.csv","Supine"
"2021-05-07-12-52-37-Messung_3_(W)_180.csv","Supine"
"2021-05-07-12-52-37-Messung_3_(W)_181.csv","Supine"
"2021-05-07-12-52-37-Messung_3_(W)_182.csv","Supine"
"2021-05-07-12-52-37-Messung_3_(W)_183.csv","Supine"
"2021-05-07-12-52-37-Messung_3_(W)_184.csv","Supine"
"2021-05-07-12-52-37-Messung_3_(W)_185.csv","Supine"
"2021-05-07-12-52-37-Messung_3_(W)_186.csv","Supine"
"2021-05-07-12-52-37-Messung_3_(W)_187.csv","Supine"
"2021-05-07-12-52-37-Messung_3_(W)_188.csv","Supine"
"2021-05-07-12-52-37-Messung_3_(W)_189.csv","Supine"
"2021-05-07-12-52-37-Messung_3_(W)_190.csv","Supine"
"2021-05-07-12-52-37-Messung_3_(W)_191.csv","Supine"
"2021-05-07-12-52-37-Messung_3_(W)_192.csv","Supine"
"2021-05-07-12-52-37-Messung_3_(W)_193.csv","Supine"
"2021-05-07-12-52-38-Messung_3_(W)_194.csv","Supine"
"2021-05-07-12-52-38-Messung_3_(W)_195.csv","Supine"
"2021-05-07-12-52-38-Messung_3_(W)_196.csv","Supine"
"2021-05-07-12-52-38-Messung_3_(W)_197.csv","Supine"
"2021-05-07-12-52-38-Messung_3_(W)_198.csv","Supine"
"2021-05-07-12-52-38-Messung_3_(W)_199.csv","Supine"
"2021-05-07-12-52-38-Messung_3_(W)_200.csv","Supine"
"2021-05-07-12-52-38-Messung_3_(W)_201.csv","Supine"
"2021-05-07-12-52-38-Messung_3_(W)_202.csv","Supine"
"2021-05-07-12-52-38-Messung_3_(W)_203.csv","Supine"
"2021-05-07-12-52-38-Messung_3_(W)_204.csv","Supine"
"2021-05-07-12-52-38-Messung_3_(W)_205.csv","Supine"
"2021-05-07-12-52-38-Messung_3_(W)_206.csv","Supine"
"2021-05-07-12-52-38-Messung_3_(W)_207.csv","Supine"
"2021-05-07-12-52-38-Messung_3_(W)_208.csv","Supine"
"2021-05-07-12-52-38-Messung_3_(W)_209.csv","Supine"
"2021-05-07-12-52-38-Messung_3_(W)_210.csv","Supine"
"2021-05-07-12-52-39-Messung_3_(W)_211.csv","Supine"
"2021-05-07-12-52-39-Messung_3_(W)_212.csv","Supine"
"2021-05-07-12-52-39-Messung_3_(W)_213.csv","Supine"
"2021-05-07-12-52-39-Messung_3_(W)_214.csv","Supine"
"2021-05-07-12-52-39-Messung_3_(W)_215.csv","Supine"
"2021-05-07-12-52-39-Messung_3_(W)_216.csv","Supine"
"2021-05-07-12-52-39-Messung_3_(W)_217.csv","Supine"
"2021-05-07-12-52-39-Messung_3_(W)_218.csv","Supine"
"2021-05-07-12-52-39-Messung_3_(W)_219.csv","Supine"
"2021-05-07-12-52-39-Messung_3_(W)_220.csv","Supine"
"2021-05-07-12-52-39-Messung_3_(W)_221.csv","Supine"
"2021-05-07-12-52-39-Messung_3_(W)_222.csv","Supine"
"2021-05-07-12-52-39-Messung_3_(W)_223.csv","Supine"
"2021-05-07-12-52-39-Messung_3_(W)_224.csv","Supine"
"2021-05-07-12-52-39-Messung_3_(W)_225.csv","Supine"
"2021-05-07-12-52-39-Messung_3_(W)_226.csv","Supine"
"2021-05-07-12-52-39-Messung_3_(W)_227.csv","Supine"
"2021-05-07-12-52-39-Messung_3_(W)_228.csv","Supine"
"2021-05-07-12-52-40-Messung_3_(W)_229.csv","Supine"
"2021-05-07-12-52-40-Messung_3_(W)_230.csv","Supine"
"2021-05-07-12-52-40-Messung_3_(W)_231.csv","Supine"
"2021-05-07-12-52-40-Messung_3_(W)_232.csv","Supine"
"2021-05-07-12-52-40-Messung_3_(W)_233.csv","Supine"
"2021-05-07-12-52-40-Messung_3_(W)_234.csv","Supine"
"2021-05-07-12-52-40-Messung_3_(W)_235.csv","Supine"
"2021-05-07-12-52-40-Messung_3_(W)_236.csv","Supine"
"2021-05-07-12-52-40-Messung_3_(W)_237.csv","Supine"
"2021-05-07-12-52-40-Messung_3_(W)_238.csv","Supine"
"2021-05-07-12-52-40-Messung_3_(W)_239.csv","Supine"
"2021-05-07-12-52-40-Messung_3_(W)_240.csv","Supine"
"2021-05-07-12-52-40-Messung_3_(W)_241.csv","Supine"
"2021-05-07-12-52-40-Messung_3_(W)_242.csv","Supine"
"2021-05-07-12-52-40-Messung_3_(W)_243.csv","Supine"
"2021-05-07-12-52-40-Messung_3_(W)_244.csv","Supine"
"2021-05-07-12-52-40-Messung_3_(W)_245.csv","Supine"
"2021-05-07-12-52-40-Messung_3_(W)_246.csv","Supine"
"2021-05-07-12-52-41-Messung_3_(W)_247.csv","Supine"
"2021-05-07-12-52-41-Messung_3_(W)_248.csv","Supine"
"2021-05-07-12-52-41-Messung_3_(W)_249.csv","Supine"
"2021-05-07-12-52-41-Messung_3_(W)_250.csv","Supine"
"2021-05-07-12-52-41-Messung_3_(W)_251.csv","Supine"
"2021-05-07-12-52-41-Messung_3_(W)_252.csv","Supine"
"2021-05-07-12-52-41-Messung_3_(W)_253.csv","Supine"
"2021-05-07-12-52-41-Messung_3_(W)_254.csv","Supine"
"2021-05-07-12-52-41-Messung_3_(W)_255.csv","Supine"
"2021-05-07-12-52-41-Messung_3_(W)_256.csv","Supine"
"2021-05-07-12-52-41-Messung_3_(W)_257.csv","Supine"
"2021-05-07-12-52-41-Messung_3_(W)_258.csv","Supine"
"2021-05-07-12-52-41-Messung_3_(W)_259.csv","Supine"
"2021-05-07-12-52-41-Messung_3_(W)_260.csv","Supine"
"2021-05-07-12-52-41-Messung_3_(W)_261.csv","Supine"
"2021-05-07-12-52-41-Messung_3_(W)_262.csv","Supine"
"2021-05-07-12-52-41-Messung_3_(W)_263.csv","Supine"
"2021-05-07-12-52-42-Messung_3_(W)_264.csv","Supine"
"2021-05-07-12-52-42-Messung_3_(W)_265.csv","Supine"
"2021-05-07-12-52-42-Messung_3_(W)_266.csv","Supine"
"2021-05-07-12-52-42-Messung_3_(W)_267.csv","Supine"
"2021-05-07-12-52-42-Messung_3_(W)_268.csv","Supine"
"2021-05-07-12-52-42-Messung_3_(W)_269.csv","Supine"
"2021-05-07-12-52-42-Messung_3_(W)_270.csv","Supine"
"2021-05-07-12-52-42-Messung_3_(W)_271.csv","Supine"
"2021-05-07-12-52-42-Messung_3_(W)_272.csv","Supine"
"2021-05-07-12-52-42-Messung_3_(W)_273.csv","Supine"
"2021-05-07-12-52-42-Messung_3_(W)_274.csv","Supine"
"2021-05-07-12-52-42-Messung_3_(W)_275.csv","Supine"
"2021-05-07-12-52-42-Messung_3_(W)_276.csv","Supine"
"2021-05-07-12-52-42-Messung_3_(W)_277.csv","Supine"
"2021-05-07-12-52-42-Messung_3_(W)_278.csv","Supine"
"2021-05-07-12-52-42-Messung_3_(W)_279.csv","Supine"
"2021-05-07-12-52-42-Messung_3_(W)_280.csv","Supine"
"2021-05-07-12-52-42-Messung_3_(W)_281.csv","Supine"
"2021-05-07-12-52-43-Messung_3_(W)_282.csv","Supine"
"2021-05-07-12-52-43-Messung_3_(W)_283.csv","Supine"
"2021-05-07-12-52-43-Messung_3_(W)_284.csv","Supine"
"2021-05-07-12-52-43-Messung_3_(W)_285.csv","Supine"
"2021-05-07-12-52-43-Messung_3_(W)_286.csv","Supine"
"2021-05-07-12-52-43-Messung_3_(W)_287.csv","Supine"
"2021-05-07-12-52-43-Messung_3_(W)_288.csv","Supine"
"2021-05-07-12-52-43-Messung_3_(W)_289.csv","Supine"
"2021-05-07-12-52-43-Messung_3_(W)_290.csv","Supine"
"2021-05-07-12-52-43-Messung_3_(W)_291.csv","Supine"
"2021-05-07-12-52-43-Messung_3_(W)_292.csv","Supine"
"2021-05-07-12-52-43-Messung_3_(W)_293.csv","Supine"
"2021-05-07-12-52-43-Messung_3_(W)_294.csv","Supine"
"2021-05-07-12-52-43-Messung_3_(W)_295.csv","Supine"
"2021-05-07-12-52-43-Messung_3_(W)_296.csv","Supine"
"2021-05-07-12-52-43-Messung_3_(W)_297.csv","Supine"
"2021-05-07-12-52-43-Messung_3_(W)_298.csv","Supine"
"2021-05-07-12-52-43-Messung_3_(W)_299.csv","Supine"
"2021-05-07-12-52-44-Messung_3_(W)_300.csv","Supine"
"2021-05-07-12-52-44-Messung_3_(W)_301.csv","Supine"
"2021-05-07-12-52-44-Messung_3_(W)_302.csv","Supine"
"2021-05-07-12-52-44-Messung_3_(W)_303.csv","Supine"
"2021-05-07-12-52-44-Messung_3_(W)_304.csv","Supine"
"2021-05-07-12-52-44-Messung_3_(W)_305.csv","Supine"
"2021-05-07-12-52-44-Messung_3_(W)_306.csv","Supine"
"2021-05-07-12-52-44-Messung_3_(W)_307.csv","Supine"
"2021-05-07-12-52-44-Messung_3_(W)_308.csv","Supine"
"2021-05-07-12-52-44-Messung_3_(W)_309.csv","Supine"
"2021-05-07-12-52-44-Messung_3_(W)_310.csv","Supine"
"2021-05-07-12-52-44-Messung_3_(W)_311.csv","Supine"
"2021-05-07-12-52-44-Messung_3_(W)_312.csv","Supine"
"2021-05-07-12-52-44-Messung_3_(W)_313.csv","Supine"
"2021-05-07-12-52-44-Messung_3_(W)_314.csv","Supine"
"2021-05-07-12-52-44-Messung_3_(W)_315.csv","Supine"
"2021-05-07-12-52-44-Messung_3_(W)_316.csv","Supine"
"2021-05-07-12-52-45-Messung_3_(W)_317.csv","Supine"
"2021-05-07-12-52-45-Messung_3_(W)_318.csv","Supine"
"2021-05-07-12-52-45-Messung_3_(W)_319.csv","Supine"
"2021-05-07-12-52-45-Messung_3_(W)_320.csv","Supine"
"2021-05-07-12-52-45-Messung_3_(W)_321.csv","Supine"
"2021-05-07-12-52-45-Messung_3_(W)_322.csv","Supine"
"2021-05-07-12-52-45-Messung_3_(W)_323.csv","Supine"
"2021-05-07-12-52-45-Messung_3_(W)_324.csv","Supine"
"2021-05-07-12-52-45-Messung_3_(W)_325.csv","Supine"
"2021-05-07-12-52-45-Messung_3_(W)_326.csv","Supine"
"2021-05-07-12-52-45-Messung_3_(W)_327.csv","Supine"
"2021-05-07-12-52-45-Messung_3_(W)_328.csv","Supine"
"2021-05-07-12-52-45-Messung_3_(W)_329.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-45-Messung_3_(W)_330.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-45-Messung_3_(W)_331.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-45-Messung_3_(W)_332.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-45-Messung_3_(W)_333.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-45-Messung_3_(W)_334.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-46-Messung_3_(W)_335.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-46-Messung_3_(W)_336.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-46-Messung_3_(W)_337.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-46-Messung_3_(W)_338.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-46-Messung_3_(W)_339.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-46-Messung_3_(W)_340.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-46-Messung_3_(W)_341.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-46-Messung_3_(W)_342.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-46-Messung_3_(W)_343.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-46-Messung_3_(W)_344.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-46-Messung_3_(W)_345.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-46-Messung_3_(W)_346.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-46-Messung_3_(W)_347.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-46-Messung_3_(W)_348.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-46-Messung_3_(W)_349.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-46-Messung_3_(W)_350.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-46-Messung_3_(W)_351.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-46-Messung_3_(W)_352.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-47-Messung_3_(W)_353.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-47-Messung_3_(W)_354.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-47-Messung_3_(W)_355.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-47-Messung_3_(W)_356.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-47-Messung_3_(W)_357.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-47-Messung_3_(W)_358.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-47-Messung_3_(W)_359.csv","Rotation_Supine_RLateral"
"2021-05-07-12-52-47-Messung_3_(W)_360.csv","Lateral_Right"
"2021-05-07-12-52-47-Messung_3_(W)_361.csv","Lateral_Right"
"2021-05-07-12-52-47-Messung_3_(W)_362.csv","Lateral_Right"
"2021-05-07-12-52-47-Messung_3_(W)_363.csv","Lateral_Right"
"2021-05-07-12-52-47-Messung_3_(W)_364.csv","Lateral_Right"
"2021-05-07-12-52-47-Messung_3_(W)_365.csv","Lateral_Right"
"2021-05-07-12-52-47-Messung_3_(W)_366.csv","Lateral_Right"
"2021-05-07-12-52-47-Messung_3_(W)_367.csv","Lateral_Right"
"2021-05-07-12-52-47-Messung_3_(W)_368.csv","Lateral_Right"
"2021-05-07-12-52-47-Messung_3_(W)_369.csv","Lateral_Right"
"2021-05-07-12-52-48-Messung_3_(W)_370.csv","Lateral_Right"
"2021-05-07-12-52-48-Messung_3_(W)_371.csv","Lateral_Right"
"2021-05-07-12-52-48-Messung_3_(W)_372.csv","Lateral_Right"
"2021-05-07-12-52-48-Messung_3_(W)_373.csv","Lateral_Right"
"2021-05-07-12-52-48-Messung_3_(W)_374.csv","Lateral_Right"
"2021-05-07-12-52-48-Messung_3_(W)_375.csv","Lateral_Right"
"2021-05-07-12-52-48-Messung_3_(W)_376.csv","Lateral_Right"
"2021-05-07-12-52-48-Messung_3_(W)_377.csv","Lateral_Right"
"2021-05-07-12-52-48-Messung_3_(W)_378.csv","Lateral_Right"
"2021-05-07-12-52-48-Messung_3_(W)_379.csv","Lateral_Right"
